GIX6-1609-MONOMER	GIX6-1609	Q04IX7	ABC transporter substrate-binding protein	
GIX6-1608-MONOMER	GIX6-1608	Q04IX8	ABC transporter ATP-binding protein	
GIX6-647-MONOMER	GIX6-647	Q04LF7	transcriptional regulator, TetR family protein	
GIX6-957-MONOMER	GIX6-957	Q04KL4	DNA primase	DnaG
GIX6-243-MONOMER	GIX6-243	Q04MI7	undecaprenyl pyrophosphate synthase	UppS
GIX6-1607-MONOMER	GIX6-1607	Q04IX9	ABC transporter permease	
GIX6-956-MONOMER	GIX6-956	Q04KL5	ABC transporter ATP-binding protein	
GIX6-646-MONOMER	GIX6-646	Q04LF8	orf	
GIX6-242-MONOMER	GIX6-242	Q04MI8	orf	
GIX6-1606-MONOMER	GIX6-1606	Q04IY0	MgtC/SapB family protein	
GIX6-955-MONOMER	GIX6-955	Q04KL6	amino acid or sugar ABC transporter permease	
GIX6-1605-MONOMER	GIX6-1605	Q04IY1	LacI family transcriptional regulator	
GIX6-645-MONOMER	GIX6-645	Q04LF9	orf	
GIX6-241-MONOMER	GIX6-241	Q04MI9	Holliday junction DNA helicase RuvB	RuvB
GIX6-1604-MONOMER	GIX6-1604	Q04IY2	orf	
GIX6-954-MONOMER	GIX6-954	Q04KL7	orf	
GIX6-1603-MONOMER	GIX6-1603	Q04IY3	orf	
GIX6-644-MONOMER	GIX6-644	Q04LG0	MutT/nudix family protein	
GIX6-1602-MONOMER	GIX6-1602	Q04IY4	anthranilate synthase component I	TrpE
GIX6-240-MONOMER	GIX6-240	Q04MJ0	GNAT family acetyltransferase	
GIX6-1601-MONOMER	GIX6-1601	Q04IY5	anthranilate synthase component II	TrpG
GIX6-953-MONOMER	GIX6-953	Q04KL8	phosphoenolpyruvate carboxylase	Ppc
GIX6-642-MONOMER	GIX6-642	Q04LG1	sodium-dependent transporter	
GIX6-1600-MONOMER	GIX6-1600	Q04IY6	anthranilate phosphoribosyltransferase	TrpD
GIX6-239-MONOMER	GIX6-239	Q04MJ1	GNAT family acetyltransferase	
GIX6-1599-MONOMER	GIX6-1599	Q04IY7	indole-3-glycerol-phosphate synthase	TrpC
GIX6-952-MONOMER	GIX6-952	Q04KL9	cell division protein FtsW	
GIX6-641-MONOMER	GIX6-641	Q04LG2	mannose-6-phosphate isomerase	ManA
GIX6-1598-MONOMER	GIX6-1598	Q04IY8	N-(5'-phosphoribosyl)anthranilate isomerase	TrpF
GIX6-238-MONOMER	GIX6-238	Q04MJ2	leucyl-tRNA synthetase	LeuS
GIX6-1597-MONOMER	GIX6-1597	Q04IY9	tryptophan synthase subunit beta	TrpB
GIX6-1596-MONOMER	GIX6-1596	Q04IZ0	tryptophan synthase subunit alpha	TrpA
GIX6-951-MONOMER	GIX6-951	Q04KM0	orf	
GIX6-639-MONOMER	GIX6-639	Q04LG3	orf	
GIX6-237-MONOMER	GIX6-237	Q04MJ3	glycerol dehydrogenase	GldA
GIX6-1595-MONOMER	GIX6-1595	Q04IZ1	orf	
GIX6-1594-MONOMER	GIX6-1594	Q04IZ2	transcriptional regulator	
GIX6-950-MONOMER	GIX6-950	Q04KM1	transporter major facilitator family protein	
GIX6-638-MONOMER	GIX6-638	Q04LG4	transposase family protein	
GIX6-236-MONOMER	GIX6-236	Q04MJ4	fructose-6-phosphate aldolase	TalC
GIX6-1593-MONOMER	GIX6-1593	Q04IZ3	type IV prepilin peptidase	
GIX6-949-MONOMER	GIX6-949	Q04KM2	hexapeptide repeat-containing transferase	
GIX6-1592-MONOMER	GIX6-1592	Q04IZ4	GNAT family acetyltransferase	
GIX6-637-MONOMER	GIX6-637	Q04LG5	orf	
GIX6-1591-MONOMER	GIX6-1591	Q04IZ5	orf	
GIX6-948-MONOMER	GIX6-948	Q04KM3	orf	
GIX6-235-MONOMER	GIX6-235	Q04MJ5	pyruvate formate-lyase	Pfl
GIX6-636-MONOMER	GIX6-636	Q04LG6	pyruvate oxidase	SpxB
GIX6-1590-MONOMER	GIX6-1590	Q04IZ6	general stress protein 24	
GIX6-1589-MONOMER	GIX6-1589	Q04IZ7	orf	
GIX6-947-MONOMER	GIX6-947	Q04KM4	orf	
GIX6-635-MONOMER	GIX6-635	Q04LG7	cation-transporting ATPase, E1-E2 family protein	
GIX6-1588-MONOMER	GIX6-1588	Q04IZ8	orf	
GIX6-234-MONOMER	GIX6-234	Q04MJ6	PTS system transporter subunit IIC	
GIX6-1587-MONOMER	GIX6-1587	Q04IZ9	transcriptional activator	
GIX6-946-MONOMER	GIX6-946	Q04KM5	orf	
GIX6-634-MONOMER	GIX6-634	Q04LG8	orf	
GIX6-945-MONOMER	GIX6-945	Q04KM6	AMP-binding protein	
GIX6-633-MONOMER	GIX6-633	Q04LG9	transcriptional regulator	
GIX6-233-MONOMER	GIX6-233	Q04MJ7	PTS system transporter subunit IIB	
GIX6-632-MONOMER	GIX6-632	Q04LH0	phosphomethylpyrimidine kinase	ThiD
GIX6-944-MONOMER	GIX6-944	Q04KM7	orf	
GIX6-631-MONOMER	GIX6-631	Q04LH1	thiamine-phosphate pyrophosphorylase	ThiE
GIX6-232-MONOMER	GIX6-232	Q04MJ8	PTS system transporter subunit IIA	
GIX6-943-MONOMER	GIX6-943	Q04KM8	orf	
GIX6-630-MONOMER	GIX6-630	Q04LH2	hydroxyethylthiazole kinase	
GIX6-942-MONOMER	GIX6-942	Q04KM9	orf	
GIX6-231-MONOMER	GIX6-231	Q04MJ9	transcriptional activator	
GIX6-629-MONOMER	GIX6-629	Q04LH3	orf	ThiW
GIX6-941-MONOMER	GIX6-941	Q04KN0	orf	
GIX6-230-MONOMER	GIX6-230	Q04MK0	DeoR family transcriptional regulator	
GIX6-628-MONOMER	GIX6-628	Q04LH4	transcriptional activator TenA, TENA/THI-4 family protein	TenA
GIX6-940-MONOMER	GIX6-940	Q04KN1	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	
GIX6-939-MONOMER	GIX6-939	Q04KN2	transcriptional activator, Rgg/GadR/MutR family protein	
GIX6-229-MONOMER	GIX6-229	Q04MK1	glycyl-radical enzyme activating protein family protein	
GIX6-627-MONOMER	GIX6-627	Q04LH5	orf	
GIX6-938-MONOMER	GIX6-938	Q04KN3	orf	
GIX6-228-MONOMER	GIX6-228	Q04MK2	AraC family transcriptional regulator	
GIX6-936-MONOMER	GIX6-936	Q04KN4	Tn5252, relaxase	
GIX6-626-MONOMER	GIX6-626	Q04LH6	ABC transporter ATP-binding protein	
GIX6-227-MONOMER	GIX6-227	Q04MK3	iron(III) ABC transporter iron-binding protein	
GIX6-935-MONOMER	GIX6-935	Q04KN5	orf	
GIX6-625-MONOMER	GIX6-625	Q04LH7	orf	
GIX6-226-MONOMER	GIX6-226	Q04MK4	iron ABC transporter iron-binding protein	
GIX6-934-MONOMER	GIX6-934	Q04KN6	orf	
GIX6-624-MONOMER	GIX6-624	Q04LH8	thiamine-phosphate pyrophosphorylase	
GIX6-225-MONOMER	GIX6-225	Q04MK5	ABC transporter ATP-binding protein	
GIX6-933-MONOMER	GIX6-933	Q04KN7	orf	
GIX6-932-MONOMER	GIX6-932	Q04KN8	orf	
GIX6-224-MONOMER	GIX6-224	Q04MK6	iron(III) ABC transporter permease	
GIX6-623-MONOMER	GIX6-623	Q04LH9	hydroxyethylthiazole kinase	ThiM
GIX6-931-MONOMER	GIX6-931	Q04KN9	orf	
GIX6-223-MONOMER	GIX6-223	Q04MK7	iron(III) ABC transporter permease	
GIX6-622-MONOMER	GIX6-622	Q04LI0	transcriptional regulator, TENA/THI-4 family protein	
GIX6-930-MONOMER	GIX6-930	Q04KP0	transcriptional regulator	
GIX6-222-MONOMER	GIX6-222	Q04MK8	phosphoglycerate mutase family protein	
GIX6-929-MONOMER	GIX6-929	Q04KP1	orf	
GIX6-621-MONOMER	GIX6-621	Q04LI1	lactate oxidase	LctO
GIX6-220-MONOMER	GIX6-220	Q04MK9	orf	
GIX6-928-MONOMER	GIX6-928	Q04KP2	orf	
GIX6-219-MONOMER	GIX6-219	Q04ML0	50S ribosomal protein L17	RplQ
GIX6-927-MONOMER	GIX6-927	Q04KP3	neopullulanase	NplT
GIX6-620-MONOMER	GIX6-620	Q04LI2	lysyl-tRNA synthetase	LysS
GIX6-926-MONOMER	GIX6-926	Q04KP4	orf	
GIX6-218-MONOMER	GIX6-218	Q04ML1	DNA-directed RNA polymerase subunit alpha	RpoA
GIX6-619-MONOMER	GIX6-619	Q04LI3	orf	
GIX6-925-MONOMER	GIX6-925	Q04KP5	hydrolase	
GIX6-217-MONOMER	GIX6-217	Q04ML2	30S ribosomal protein S11	RpsK
GIX6-924-MONOMER	GIX6-924	Q04KP6	orf	
GIX6-618-MONOMER	GIX6-618	Q04LI4	amino acid ABC transporter permease	
GIX6-923-MONOMER	GIX6-923	Q04KP7	orf	
GIX6-617-MONOMER	GIX6-617	Q04LI5	amino acid ABC transporter permease	
GIX6-216-MONOMER	GIX6-216	Q04ML3	30S ribosomal protein S13	RpsM
GIX6-922-MONOMER	GIX6-922	Q04KP8	orf	
GIX6-215-MONOMER	GIX6-215	Q04ML4	translation initiation factor IF-1	InfA
GIX6-616-MONOMER	GIX6-616	Q04LI6	amino acid ABC transporter ATP-binding protein	
GIX6-921-MONOMER	GIX6-921	Q04KP9	site-specific recombinase, resolvase family protein	
GIX6-214-MONOMER	GIX6-214	Q04ML5	adenylate kinase	Adk
GIX6-920-MONOMER	GIX6-920	Q04KQ0	orf	
GIX6-614-MONOMER	GIX6-614	Q04LI7	ABC transporter ATP-binding protein	
GIX6-919-MONOMER	GIX6-919	Q04KQ1	orf	
GIX6-213-MONOMER	GIX6-213	Q04ML6	preprotein translocase subunit SecY	SecY
GIX6-613-MONOMER	GIX6-613	Q04LI8	orf	
GIX6-918-MONOMER	GIX6-918	Q04KQ2	iron-compound ABC transporter ATP-binding protein	
GIX6-212-MONOMER	GIX6-212	Q04ML7	50S ribosomal protein L15	RplO
GIX6-917-MONOMER	GIX6-917	Q04KQ3	iron-compound ABC transporter permease	
GIX6-612-MONOMER	GIX6-612	Q04LI9	orf	
GIX6-916-MONOMER	GIX6-916	Q04KQ4	iron-compound ABC transporter permease	
GIX6-611-MONOMER	GIX6-611	Q04LJ0	orf	
GIX6-211-MONOMER	GIX6-211	Q04ML8	50S ribosomal protein L30	RpmD
GIX6-915-MONOMER	GIX6-915	Q04KQ5	iron-compound ABC transporter iron compound-binding protein	
GIX6-610-MONOMER	GIX6-610	Q04LJ1	orf	
GIX6-210-MONOMER	GIX6-210	Q04ML9	30S ribosomal protein S5	RpsE
GIX6-914-MONOMER	GIX6-914	Q04KQ6	23S rRNA (uracil-5-)-methyltransferase RumA	
GIX6-209-MONOMER	GIX6-209	Q04MM0	50S ribosomal protein L18	RplR
GIX6-913-MONOMER	GIX6-913	Q04KQ7	orf	
GIX6-609-MONOMER	GIX6-609	Q04LJ2	orotate phosphoribosyltransferase	PyrE
GIX6-912-MONOMER	GIX6-912	Q04KQ8	orf	PvaA
GIX6-208-MONOMER	GIX6-208	Q04MM1	50S ribosomal protein L6	RplF
GIX6-608-MONOMER	GIX6-608	Q04LJ3	orotidine 5'-phosphate decarboxylase	PyrF
GIX6-911-MONOMER	GIX6-911	Q04KQ9	orf	
GIX6-207-MONOMER	GIX6-207	Q04MM2	30S ribosomal protein S8	RpsH
GIX6-910-MONOMER	GIX6-910	Q04KR0	serine hydroxymethyltransferase	GlyA
GIX6-606-MONOMER	GIX6-606	Q04LJ4	orf	
GIX6-206-MONOMER	GIX6-206	Q04MM3	30S ribosomal protein S14	RpsN
GIX6-909-MONOMER	GIX6-909	Q04KR1	GNAT family acetyltransferase	
GIX6-604-MONOMER	GIX6-604	Q04LJ5	HesA/MoeB/ThiF family protein	
GIX6-908-MONOMER	GIX6-908	Q04KR2	Sua5/YciO/YrdC/YwlC family protein	
GIX6-205-MONOMER	GIX6-205	Q04MM4	50S ribosomal protein L5	RplE
GIX6-907-MONOMER	GIX6-907	Q04KR3	HemK protein	HemK
GIX6-603-MONOMER	GIX6-603	Q04LJ6	orf	
GIX6-204-MONOMER	GIX6-204	Q04MM5	50S ribosomal protein L24	RplX
GIX6-906-MONOMER	GIX6-906	Q04KR4	peptide chain release factor 1	PrfA
GIX6-203-MONOMER	GIX6-203	Q04MM6	50S ribosomal protein L14	RplN
GIX6-905-MONOMER	GIX6-905	Q04KR5	GNAT family acetyltransferase	
GIX6-602-MONOMER	GIX6-602	Q04LJ7	orf	
GIX6-904-MONOMER	GIX6-904	Q04KR6	thymidine kinase	Tdk
GIX6-601-MONOMER	GIX6-601	Q04LJ8	orf	
GIX6-202-MONOMER	GIX6-202	Q04MM7	30S ribosomal protein S17	RpsQ
GIX6-903-MONOMER	GIX6-903	Q04KR7	4-oxalocrotonate tautomerase	XylH
GIX6-600-MONOMER	GIX6-600	Q04LJ9	cell division protein DivIB	
GIX6-201-MONOMER	GIX6-201	Q04MM8	50S ribosomal protein L29	RpmC
GIX6-902-MONOMER	GIX6-902	Q04KR8	tRNA modification GTPase TrmE	TrmE
GIX6-599-MONOMER	GIX6-599	Q04LK0	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	MurG
GIX6-901-MONOMER	GIX6-901	Q04KR9	dihydrodipicolinate synthase	DapA
GIX6-200-MONOMER	GIX6-200	Q04MM9	50S ribosomal protein L16	RplP
GIX6-900-MONOMER	GIX6-900	Q04KS0	aspartate-semialdehyde dehydrogenase	Asd
GIX6-598-MONOMER	GIX6-598	Q04LK1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	MurD
GIX6-199-MONOMER	GIX6-199	Q04MN0	30S ribosomal protein S3	RpsC
GIX6-898-MONOMER	GIX6-898	Q04KS1	orf	
GIX6-597-MONOMER	GIX6-597	Q04LK2	ABC transporter ATP-binding protein	
GIX6-198-MONOMER	GIX6-198	Q04MN1	50S ribosomal protein L22	RplV
GIX6-897-MONOMER	GIX6-897	Q04KS2	GtrA family protein	
GIX6-596-MONOMER	GIX6-596	Q04LK3	orf	
GIX6-896-MONOMER	GIX6-896	Q04KS3	large conductance mechanosensitive channel protein MscL	MscL
GIX6-197-MONOMER	GIX6-197	Q04MN2	30S ribosomal protein S19	RpsS
GIX6-595-MONOMER	GIX6-595	Q04LK4	orf	
GIX6-895-MONOMER	GIX6-895	Q04KS4	ferrochelatase	HemH
GIX6-196-MONOMER	GIX6-196	Q04MN3	50S ribosomal protein L2	RplB
GIX6-894-MONOMER	GIX6-894	Q04KS5	peptidase T	PepT
GIX6-594-MONOMER	GIX6-594	Q04LK5	orf	
GIX6-893-MONOMER	GIX6-893	Q04KS6	orf	
GIX6-195-MONOMER	GIX6-195	Q04MN4	50S ribosomal protein L23	RplW
GIX6-593-MONOMER	GIX6-593	Q04LK6	elongation factor Tu family protein	
GIX6-890-MONOMER	GIX6-890	Q04KS7	histidine triad protein E	PhtE
GIX6-194-MONOMER	GIX6-194	Q04MN5	50S ribosomal protein L4	RplD
GIX6-592-MONOMER	GIX6-592	Q04LK7	ribosomal small subunit pseudouridine synthase A	
GIX6-889-MONOMER	GIX6-889	Q04KS8	histidine triad protein D	PhtD
GIX6-888-MONOMER	GIX6-888	Q04KS9	adhesion lipoprotein	Lmb
GIX6-591-MONOMER	GIX6-591	Q04LK8	orf	
GIX6-193-MONOMER	GIX6-193	Q04MN6	50S ribosomal protein L3	RplC
GIX6-131-MONOMER	GIX6-131	Q04MU7	orf	
GIX6-1469-MONOMER	GIX6-1469	Q04JB3	orf	
GIX6-533-MONOMER	GIX6-533	Q04LR4	metallo-beta-lactamase superfamily protein	
GIX6-887-MONOMER	GIX6-887	Q04KT0	amino acid permease family protein	
GIX6-590-MONOMER	GIX6-590	Q04LK9	rhodanese-like domain-containing protein	
GIX6-1468-MONOMER	GIX6-1468	Q04JB4	phosphoglyceromutase	GpmA
GIX6-192-MONOMER	GIX6-192	Q04MN7	30S ribosomal protein S10	RpsJ
GIX6-1467-MONOMER	GIX6-1467	Q04JB5	orf	
GIX6-532-MONOMER	GIX6-532	Q04LR5	single-stranded-DNA-specific exonuclease RecJ	RecJ
GIX6-130-MONOMER	GIX6-130	Q04MU8	metallo-beta-lactamase domain-containing protein	
GIX6-1466-MONOMER	GIX6-1466	Q04JB6	ABC transporter ATP-binding protein	
GIX6-886-MONOMER	GIX6-886	Q04KT1	thioredoxin family protein	
GIX6-589-MONOMER	GIX6-589	Q04LL0	orf	
GIX6-191-MONOMER	GIX6-191	Q04MN8	orf	
GIX6-1465-MONOMER	GIX6-1465	Q04JB7	orf	
GIX6-530-MONOMER	GIX6-530	Q04LR6	amino acid ABC transporter amino acid-binding protein	
GIX6-129-MONOMER	GIX6-129	Q04MU9	tRNA uridine 5-carboxymethylaminomethyl modification protein GidA	GidA
GIX6-1464-MONOMER	GIX6-1464	Q04JB8	thiol peroxidase	Tpx
GIX6-885-MONOMER	GIX6-885	Q04KT2	cytochrome c-type biogenesis protein CcdA	
GIX6-1463-MONOMER	GIX6-1463	Q04JB9	ABC transporter substrate-binding protein	
GIX6-529-MONOMER	GIX6-529	Q04LR7	amino acid ABC transporter permease	
GIX6-588-MONOMER	GIX6-588	Q04LL1	transcriptional regulator	
GIX6-190-MONOMER	GIX6-190	Q04MN9	anaerobic ribonucleoside-triphosphate reductase activating protein	NrdG
GIX6-1462-MONOMER	GIX6-1462	Q04JC0	manganese ABC transporter permease	PsaC
GIX6-128-MONOMER	GIX6-128	Q04MV0	MutT/nudix family protein	
GIX6-884-MONOMER	GIX6-884	Q04KT3	orf	
GIX6-1461-MONOMER	GIX6-1461	Q04JC1	manganese ABC transporter ATP-binding protein	PsaB
GIX6-528-MONOMER	GIX6-528	Q04LR8	amino acid ABC transporter permease	
GIX6-587-MONOMER	GIX6-587	Q04LL2	short chain dehydrogenase/reductase family oxidoreductase	
GIX6-127-MONOMER	GIX6-127	Q04MV1	tRNA-specific 2-thiouridylase MnmA	MnmA
GIX6-189-MONOMER	GIX6-189	Q04MP0	GNAT family acetyltransferase	
GIX6-1460-MONOMER	GIX6-1460	Q04JC2	endopeptidase O	PepO
GIX6-883-MONOMER	GIX6-883	Q04KT4	orf	
GIX6-1586-MONOMER	GIX6-1586	Q04J00	LacI family transcriptional regulator	
GIX6-527-MONOMER	GIX6-527	Q04LR9	oxidoreductase	
GIX6-1459-MONOMER	GIX6-1459	Q04JC3	metallo-beta-lactamase superfamily protein	
GIX6-126-MONOMER	GIX6-126	Q04MV2	surface protein A	PspA
GIX6-1585-MONOMER	GIX6-1585	Q04J01	sugar ABC transporter substrate-binding protein	
GIX6-882-MONOMER	GIX6-882	Q04KT5	orf	
GIX6-586-MONOMER	GIX6-586	Q04LL3	ribonuclease Z	Rnz
GIX6-188-MONOMER	GIX6-188	Q04MP1	orf	
GIX6-1458-MONOMER	GIX6-1458	Q04JC4	GTP pyrophosphokinase	RelA
GIX6-1584-MONOMER	GIX6-1584	Q04J02	ABC transporter permease	
GIX6-526-MONOMER	GIX6-526	Q04LS0	fructose-bisphosphate aldolase	Fba
GIX6-1457-MONOMER	GIX6-1457	Q04JC5	D-tyrosyl-tRNA(Tyr) deacylase	Dtd
GIX6-1583-MONOMER	GIX6-1583	Q04J03	ABC transporter permease	
GIX6-125-MONOMER	GIX6-125	Q04MV3	orf	
GIX6-880-MONOMER	GIX6-880	Q04KT6	orf	
GIX6-585-MONOMER	GIX6-585	Q04LL4	orf	
GIX6-1582-MONOMER	GIX6-1582	Q04J04	sucrose-6-phosphate hydrolase	
GIX6-1456-MONOMER	GIX6-1456	Q04JC6	orf	
GIX6-525-MONOMER	GIX6-525	Q04LS1	sensor histidine kinase VncS	VncS
GIX6-187-MONOMER	GIX6-187	Q04MP2	anaerobic ribonucleoside triphosphate reductase	NrdD
GIX6-124-MONOMER	GIX6-124	Q04MV4	orf	
GIX6-1455-MONOMER	GIX6-1455	Q04JC7	orf	
GIX6-1580-MONOMER	GIX6-1580	Q04J05	recombination factor protein RarA	
GIX6-879-MONOMER	GIX6-879	Q04KT7	DNA polymerase III subunit epsilon	
GIX6-1454-MONOMER	GIX6-1454	Q04JC8	orf	
GIX6-1579-MONOMER	GIX6-1579	Q04J06	orf	
GIX6-584-MONOMER	GIX6-584	Q04LL5	GTP-binding protein HflX	HflX
GIX6-524-MONOMER	GIX6-524	Q04LS2	DNA-binding response regulator VncR	VncR
GIX6-123-MONOMER	GIX6-123	Q04MV5	orf	
GIX6-1452-MONOMER	GIX6-1452	Q04JC9	orf	
GIX6-1578-MONOMER	GIX6-1578	Q04J07	orf	
GIX6-186-MONOMER	GIX6-186	Q04MP3	competence-induced protein Ccs4	
GIX6-1451-MONOMER	GIX6-1451	Q04JD0	orf	
GIX6-878-MONOMER	GIX6-878	Q04KT8	orf	
GIX6-1450-MONOMER	GIX6-1450	Q04JD1	iron-dependent transcriptional regulator	
GIX6-1577-MONOMER	GIX6-1577	Q04J08	orf	
GIX6-583-MONOMER	GIX6-583	Q04LL6	tRNA delta(2)-isopentenylpyrophosphate transferase	MiaA
GIX6-122-MONOMER	GIX6-122	Q04MV6	orf	
GIX6-523-MONOMER	GIX6-523	Q04LS3	ABC transporter	
GIX6-1449-MONOMER	GIX6-1449	Q04JD2	orf	
GIX6-1576-MONOMER	GIX6-1576	Q04J09	orf	
GIX6-185-MONOMER	GIX6-185	Q04MP4	cardiolipin synthetase	
GIX6-877-MONOMER	GIX6-877	Q04KT9	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	MtnN
GIX6-522-MONOMER	GIX6-522	Q04LS4	ABC transporter ATP-binding protein	
GIX6-121-MONOMER	GIX6-121	Q04MV7	orf	
GIX6-1575-MONOMER	GIX6-1575	Q04J10	orf	
GIX6-1448-MONOMER	GIX6-1448	Q04JD3	Rrf2 family protein	
GIX6-184-MONOMER	GIX6-184	Q04MP5	orf	
GIX6-1574-MONOMER	GIX6-1574	Q04J11	MutT/nudix family protein	
GIX6-582-MONOMER	GIX6-582	Q04LL7	orf	
GIX6-1447-MONOMER	GIX6-1447	Q04JD4	orf	
GIX6-876-MONOMER	GIX6-876	Q04KU0	orf	
GIX6-521-MONOMER	GIX6-521	Q04LS5	ABC transporter	
GIX6-120-MONOMER	GIX6-120	Q04MV8	orf	
GIX6-1573-MONOMER	GIX6-1573	Q04J12	50S ribosomal protein L11 methyltransferase	PrmA
GIX6-1446-MONOMER	GIX6-1446	Q04JD5	DNA-binding response regulator	
GIX6-183-MONOMER	GIX6-183	Q04MP6	folylpolyglutamate synthase	FolC
GIX6-1572-MONOMER	GIX6-1572	Q04J13	16S ribosomal RNA methyltransferase RsmE	
GIX6-1445-MONOMER	GIX6-1445	Q04JD6	sensor histidine kinase	
GIX6-875-MONOMER	GIX6-875	Q04KU1	NUDIX family hydrolase	
GIX6-520-MONOMER	GIX6-520	Q04LS6	transposase, , truncation	
GIX6-581-MONOMER	GIX6-581	Q04LL8	thymidylate synthase	ThyA
GIX6-182-MONOMER	GIX6-182	Q04MP7	orf	
GIX6-119-MONOMER	GIX6-119	Q04MV9	orf	
GIX6-1444-MONOMER	GIX6-1444	Q04JD7	threonyl-tRNA synthetase	ThrS
GIX6-1571-MONOMER	GIX6-1571	Q04J14	oligoendopeptidase F	
GIX6-874-MONOMER	GIX6-874	Q04KU2	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	GlmU
GIX6-1443-MONOMER	GIX6-1443	Q04JD8	orf	
GIX6-118-MONOMER	GIX6-118	Q04MW0	orf	
GIX6-580-MONOMER	GIX6-580	Q04LL9	glucokinase	Gki
GIX6-181-MONOMER	GIX6-181	Q04MP8	Holliday junction resolvase-like protein	
GIX6-519-MONOMER	GIX6-519	Q04LS7	orf	
GIX6-1570-MONOMER	GIX6-1570	Q04J15	orf	
GIX6-1442-MONOMER	GIX6-1442	Q04JD9	orf	
GIX6-180-MONOMER	GIX6-180	Q04MP9	orf	
GIX6-1569-MONOMER	GIX6-1569	Q04J16	aquaporin	
GIX6-873-MONOMER	GIX6-873	Q04KU3	orf	
GIX6-1441-MONOMER	GIX6-1441	Q04JE0	orf	
GIX6-117-MONOMER	GIX6-117	Q04MW1	orf	
GIX6-579-MONOMER	GIX6-579	Q04LM0	surface protein	
GIX6-1568-MONOMER	GIX6-1568	Q04J17	GTP cyclohydrolase	
GIX6-1440-MONOMER	GIX6-1440	Q04JE1	orf	
GIX6-179-MONOMER	GIX6-179	Q04MQ0	orf	
GIX6-518-MONOMER	GIX6-518	Q04LS8	orf	
GIX6-1567-MONOMER	GIX6-1567	Q04J18	thioredoxin	Trx
GIX6-872-MONOMER	GIX6-872	Q04KU4	orf	
GIX6-1439-MONOMER	GIX6-1439	Q04JE2	30S ribosomal protein S15	RpsO
GIX6-116-MONOMER	GIX6-116	Q04MW2	orf	
GIX6-578-MONOMER	GIX6-578	Q04LM1	para-aminobenzoate synthase, component I	PabB
GIX6-1566-MONOMER	GIX6-1566	Q04J19	orf	
GIX6-1438-MONOMER	GIX6-1438	Q04JE3	cadmium resistance transporter	
GIX6-178-MONOMER	GIX6-178	Q04MQ1	transcriptional regulator Spx	SpxA
GIX6-1565-MONOMER	GIX6-1565	Q04J20	transcriptional regulator	
GIX6-871-MONOMER	GIX6-871	Q04KU5	regulatory protein	
GIX6-1437-MONOMER	GIX6-1437	Q04JE4	acyltransferase domain-containing protein	
GIX6-115-MONOMER	GIX6-115	Q04MW3	orf	
GIX6-1436-MONOMER	GIX6-1436	Q04JE5	cation-transporting ATPase, E1-E2 family protein	
GIX6-1564-MONOMER	GIX6-1564	Q04J21	orf	
GIX6-577-MONOMER	GIX6-577	Q04LM2	zinc metalloprotease ZmpB	ZmpB
GIX6-517-MONOMER	GIX6-517	Q04LS9	orf	
GIX6-177-MONOMER	GIX6-177	Q04MQ2	peptidase M24 family protein	
GIX6-1435-MONOMER	GIX6-1435	Q04JE6	orf	
GIX6-1563-MONOMER	GIX6-1563	Q04J22	serine/threonine transporter SstT	
GIX6-870-MONOMER	GIX6-870	Q04KU6	phosphoglycerate mutase family protein	
GIX6-1434-MONOMER	GIX6-1434	Q04JE7	orf	
GIX6-176-MONOMER	GIX6-176	Q04MQ3	excinuclease ABC subunit A	UvrA
GIX6-1562-MONOMER	GIX6-1562	Q04J23	small conductance mechanosensitive ion channel (MscS) family protein	
GIX6-114-MONOMER	GIX6-114	Q04MW4	orf	
GIX6-576-MONOMER	GIX6-576	Q04LM3	orf	
GIX6-1433-MONOMER	GIX6-1433	Q04JE8	FAD dependent oxidoreductase	
GIX6-1561-MONOMER	GIX6-1561	Q04J24	magnesium transporter CorA family protein	
GIX6-869-MONOMER	GIX6-869	Q04KU7	orf	
GIX6-516-MONOMER	GIX6-516	Q04LT0	orf	
GIX6-175-MONOMER	GIX6-175	Q04MQ4	magnesium transporter CorA family protein	
GIX6-1432-MONOMER	GIX6-1432	Q04JE9	UDP-glucose 4-epimerase	
GIX6-1560-MONOMER	GIX6-1560	Q04J25	orf	
GIX6-2069-MONOMER	GIX6-2069	Q04HU0	SpoJ protein	
GIX6-112-MONOMER	GIX6-112	Q04MW5	orf	
GIX6-1431-MONOMER	GIX6-1431	Q04JF0	glycosyl transferase family protein	
GIX6-868-MONOMER	GIX6-868	Q04KU8	foldase protein PrsA	PrsA
GIX6-2068-MONOMER	GIX6-2068	Q04HU1	serine protease	
GIX6-575-MONOMER	GIX6-575	Q04LM4	sensor histidine kinase	
GIX6-1430-MONOMER	GIX6-1430	Q04JF1	ferredoxin	Fer
GIX6-174-MONOMER	GIX6-174	Q04MQ5	orf	
GIX6-1559-MONOMER	GIX6-1559	Q04J26	GTP-binding protein YqeH	
GIX6-515-MONOMER	GIX6-515	Q04LT1	cysteinyl-tRNA synthetase	CysS
